,decision_id,type of insurance,premium/payment,service attitude/communication,fail to meet customer's expectations,claims processing delays,policy terms,gender,location,title,date,company,decision,extras,tag
4420,DRN-4236911,Household and Commercial Property,No,Yes,Yes,No,Yes,Male and Female,decision/DRN-4236911.pdf,Decision Reference DRN-4236911,9-Aug-23,Lloyds Bank General Insurance Limited,Not upheld,,Insurance
4421,DRN-3964685,Household and Commercial Property,No,Yes,Yes,No,No,Female,decision/DRN-3964685.pdf,Decision Reference DRN-3964685,9-Aug-23,St Andrew's Insurance plc,Not upheld,,Insurance
4422,DRN-4291967,Household and Commercial Property,No,Yes,Yes,Yes,No,Male,decision/DRN-4291967.pdf,Decision Reference DRN-4291967,9-Aug-23,AXA Insurance UK Plc,Not upheld,,Insurance
4423,DRN-4219952,Household and Commercial Property,No,Yes,Yes,No,Yes,Female,decision/DRN-4219952.pdf,Decision Reference DRN-4219952,9-Aug-23,Acasta European Insurance Company Limited,Upheld,,Insurance
4424,DRN-4119120,Motor,No,Yes,Yes,Yes,No,Male,decision/DRN-4119120.pdf,Decision Reference DRN-4119120,9-Aug-23,Tesco Underwriting Limited,Upheld,,Insurance
4425,DRN-4291071,Household and Commercial Property,No,Yes,Yes,Yes,Yes,Male,decision/DRN-4291071.pdf,Decision Reference DRN-4291071,9-Aug-23,Accredited Insurance (Europe) Ltd,Upheld,,Insurance
4426,DRN-4045929,Motor,No,Yes,Yes,Yes,Yes,Female,decision/DRN-4045929.pdf,Decision Reference DRN-4045929,9-Aug-23,Advantage Insurance Company Limited,Upheld,,Insurance
4427,DRN-4263932,Household and Commercial Property,No,No,Yes,No,Yes,Male,decision/DRN-4263932.pdf,Decision Reference DRN-4263932,9-Aug-23,Inter Partner Assistance SA,Not upheld,,Insurance
4428,DRN-4199230,Motor,Yes,No,Yes,No,Yes,Male and Female,decision/DRN-4199230.pdf,Decision Reference DRN-4199230,9-Aug-23,Advantage Insurance Company Limited,Upheld,,Insurance
4429,DRN-4270145,Others,No,No,No,No,No,Not mentioned,decision/DRN-4270145.pdf,Decision Reference DRN-4270145,9-Aug-23,Great Lakes Insurance SE,Not upheld,,Insurance
4430,DRN-4286995,Travel,Yes,Yes,Yes,Yes,No,Male and Female,decision/DRN-4286995.pdf,Decision Reference DRN-4286995,9-Aug-23,Euroins AD,Upheld,,Insurance
4431,DRN-4037367,Motor,No,Yes,Yes,No,No,Female,decision/DRN-4037367.pdf,Decision Reference DRN-4037367,9-Aug-23,RAC Motoring Services,Not upheld,,Insurance
4432,DRN-4272941,Household and Commercial Property,Yes,No,Yes,No,Yes,Not mentioned,decision/DRN-4272941.pdf,Decision Reference DRN-4272941,9-Aug-23,TBO Services Limited,Not upheld,,Insurance
4433,DRN-4291326,Motor,No,No,Yes,No,Yes,Male,decision/DRN-4291326.pdf,Decision Reference DRN-4291326,9-Aug-23,Watford Insurance Company Europe Limited,Upheld,,Insurance
4434,DRN-4235714,Animal,No,No,Yes,No,Yes,Male,decision/DRN-4235714.pdf,Decision Reference DRN-4235714,9-Aug-23,Covea Insurance plc,Not upheld,,Insurance
4435,DRN-4199524,Animal,No,No,Yes,No,Yes,Female,decision/DRN-4199524.pdf,Decision Reference DRN-4199524,9-Aug-23,Casualty & General Insurance Company (Europe) Ltd,Not upheld,,Insurance
4436,DRN-4241410,Health,Yes,Yes,Yes,Yes,Yes,Male,decision/DRN-4241410.pdf,Decision Reference DRN-4241410,9-Aug-23,Independent Health Care Solutions Limited,Upheld,,Insurance
4437,DRN-4290535,Travel,No,Yes,Yes,No,Yes,Male,decision/DRN-4290535.pdf,Decision Reference DRN-4290535,9-Aug-23,U K Insurance Limited,Not upheld,,Insurance
4438,DRN-4291252,Household and Commercial Property,No,Yes,Yes,Yes,Yes,Male and Female,decision/DRN-4291252.pdf,Decision Reference DRN-4291252,9-Aug-23,DAS Legal Expenses Insurance Company Limited,Not upheld,,Insurance
4439,DRN-4278149,Household and Commercial Property,No,No,Yes,No,Yes,Male,decision/DRN-4278149.pdf,Decision Reference DRN-4278149,9-Aug-23,Acasta European Insurance Company Limited,Not upheld,,Insurance
4440,DRN-4289617,Household and Commercial Property,No,Yes,Yes,No,Yes,Not mentioned,decision/DRN-4289617.pdf,Decision Reference DRN-4289617,9-Aug-23,Ageas Insurance Limited,Not upheld,,Insurance
4441,DRN-4198449,Motor,No,Yes,Yes,No,Yes,Male,decision/DRN-4198449.pdf,Decision Reference DRN-4198449,9-Aug-23,U K Insurance Limited,Not upheld,,Insurance
4442,DRN-4042674,Household and Commercial Property,No,Yes,Yes,Yes,Yes,Male,decision/DRN-4042674.pdf,Decision Reference DRN-4042674,8-Aug-23,British Gas Insurance Limited,Not upheld,,Insurance
4443,DRN-4165581,Household and Commercial Property,No,Yes,Yes,No,Yes,Female,decision/DRN-4165581.pdf,Decision Reference DRN-4165581,8-Aug-23,Red Sands Insurance Company (Europe) Limited,Upheld,,Insurance
4444,DRN-4217172,Animal,No,No,Yes,No,Yes,Female,decision/DRN-4217172.pdf,Decision Reference DRN-4217172,8-Aug-23,Casualty & General Insurance Company (Europe) Ltd,Upheld,,Insurance
4445,DRN-4229897,Travel,No,Yes,Yes,No,Yes,Female,decision/DRN-4229897.pdf,Decision Reference DRN-4229897,8-Aug-23,U K Insurance Limited,Not upheld,,Insurance
4446,DRN-4268841,Payment Protection,Yes,Yes,Yes,No,Yes,Male and Female,decision/DRN-4268841.pdf,Decision Reference DRN-4268841,8-Aug-23,Monument Life Insurance Dac,Not upheld,,Insurance
4447,DRN-4165325,Household and Commercial Property,Yes,No,Yes,Yes,No,Male,decision/DRN-4165325.pdf,Decision Reference DRN-4165325,8-Aug-23,Liverpool Victoria Insurance Company Limited,Not upheld,,Insurance
4448,DRN-4000382,Motor,No,Yes,Yes,No,Yes,Male,decision/DRN-4000382.pdf,Decision Reference DRN-4000382,8-Aug-23,Tesco Underwriting Limited,Not upheld,,Insurance
4449,DRN-3972008,Household and Commercial Property,No,Yes,Yes,Yes,No,Male,decision/DRN-3972008.pdf,Decision Reference DRN-3972008,8-Aug-23,U K Insurance Limited,Upheld,,Insurance
4450,DRN-4289829,Motor,No,Yes,Yes,No,Yes,Male,decision/DRN-4289829.pdf,Decision Reference DRN-4289829,8-Aug-23,U K Insurance Limited,Upheld,,Insurance
4451,DRN-4247745,Legal Expenses and Monetary Loss,No,Yes,Yes,No,Yes,Male,decision/DRN-4247745.pdf,Decision Reference DRN-4247745,8-Aug-23,Lloyds Bank PLC,Not upheld,,Insurance
4452,DRN-4123479,Personal Belongings,Yes,Yes,Yes,No,No,Female,decision/DRN-4123479.pdf,Decision Reference DRN-4123479,8-Aug-23,WDP Insurance Limited,Not upheld,,Insurance
4453,DRN-4275673,Motor,Yes,Yes,Yes,Yes,Yes,Male,decision/DRN-4275673.pdf,Decision Reference DRN-4275673,8-Aug-23,Wakam,Upheld,,Insurance
4454,DRN-4276003,Motor,No,Yes,Yes,Yes,No,Male,decision/DRN-4276003.pdf,Decision Reference DRN-4276003,8-Aug-23,Liverpool Victoria Insurance Company Limited,Not upheld,,Insurance
4455,DRN-4236369,Animal,Yes,Yes,Yes,No,Yes,Female,decision/DRN-4236369.pdf,Decision Reference DRN-4236369,8-Aug-23,ManyPets Ltd,Not upheld,,Insurance
4456,DRN-4248804,Household and Commercial Property,No,Yes,Yes,No,Yes,Male,decision/DRN-4248804.pdf,Decision Reference DRN-4248804,8-Aug-23,British Gas Insurance Limited,Not upheld,,Insurance
4457,DRN-3864786,Motor,Yes,Yes,Yes,No,Yes,Male,decision/DRN-3864786.pdf,Decision Reference DRN-3864786,8-Aug-23,Advantage Insurance Company Limited,Upheld,,Insurance
4458,DRN-4189973,Travel,No,Yes,Yes,No,Yes,Male,decision/DRN-4189973.pdf,Decision Reference DRN-4189973,8-Aug-23,Inter Partner Assistance SA,Not upheld,,Insurance
4459,DRN-4164691,Motor,No,No,Yes,No,Yes,Male,decision/DRN-4164691.pdf,Decision Reference DRN-4164691,8-Aug-23,AWP P&C SA,Upheld,,Insurance
4460,DRN-4263159,Travel,No,No,Yes,No,Yes,Male,decision/DRN-4263159.pdf,Decision Reference DRN-4263159,8-Aug-23,Inter Partner Assistance SA,Not upheld,,Insurance
4461,DRN-4266923,Legal Expenses and Monetary Loss,No,Yes,Yes,No,Yes,Male,decision/DRN-4266923.pdf,Decision Reference DRN-4266923,7-Aug-23,HDI Global Specialty SE,Not upheld,,Insurance
4462,DRN-4273879,Income Protection,No,Yes,Yes,No,Yes,Male,decision/DRN-4273879.pdf,Decision Reference DRN-4273879,7-Aug-23,HSBC Life (UK) Limited,Not upheld,,Insurance
4463,DRN-4258774,Motor,No,No,Yes,No,No,Male,decision/DRN-4258774.pdf,Decision Reference DRN-4258774,7-Aug-23,Advantage Insurance Company Limited,Not upheld,,Insurance
4464,DRN-4282596,Motor,No,No,Yes,No,Yes,Male,decision/DRN-4282596.pdf,Decision Reference DRN-4282596,7-Aug-23,U K Insurance Limited,Upheld,,Insurance
4465,DRN-3948040,Motor,No,Yes,Yes,No,No,Male,decision/DRN-3948040.pdf,Decision Reference DRN-3948040,7-Aug-23,U K Insurance Limited,Not upheld,,Insurance
4466,DRN-4278459,Household and Commercial Property,No,No,Yes,No,Yes,Male,decision/DRN-4278459.pdf,Decision Reference DRN-4278459,7-Aug-23,The Co-operative Bank Plc,Not upheld,,Insurance
4467,DRN-4287283,Motor,Yes,No,Yes,No,Yes,Male,decision/DRN-4287283.pdf,Decision Reference DRN-4287283,7-Aug-23,West Bay Insurance Plc,Upheld,,Insurance
4468,DRN-4239671,Travel,No,No,Yes,No,Yes,Male and Female,decision/DRN-4239671.pdf,Decision Reference DRN-4239671,7-Aug-23,Great Lakes Insurance SE,Not upheld,,Insurance
4469,DRN-4264913,Not specified,Not specified,No,No,Not specified,Not specified,Not specified,decision/DRN-4264913.pdf,Decision Reference DRN-4264913,7-Aug-23,AXA PPP Healthcare Limited,Upheld,,Insurance
4470,DRN-4119228,Motor,No,Yes,Yes,No,No,Male,decision/DRN-4119228.pdf,Decision Reference DRN-4119228,7-Aug-23,esure Insurance Limited,Upheld,,Insurance
4471,DRN-4276908,Motor,Yes,No,Yes,No,No,Female,decision/DRN-4276908.pdf,Decision Reference DRN-4276908,7-Aug-23,Admiral Insurance (Gibraltar) Limited,Not upheld,,Insurance
4472,DRN-4286655,Travel,No,No,Yes,No,Yes,Male,decision/DRN-4286655.pdf,Decision Reference DRN-4286655,7-Aug-23,Great Lakes Insurance SE,Not upheld,,Insurance
4473,DRN-4158242,Motor,No,Yes,Yes,No,No,Male,decision/DRN-4158242.pdf,Decision Reference DRN-4158242,7-Aug-23,Extracover Limited,Not upheld,,Insurance
4474,DRN-4172860,Household and Commercial Property,No,Yes,Yes,Yes,No,Female,decision/DRN-4172860.pdf,Decision Reference DRN-4172860,7-Aug-23,Liverpool Victoria Insurance Company Limited,Not upheld,,Insurance
4475,DRN-4282333,Motor,Yes,No,Yes,No,Yes,Male,decision/DRN-4282333.pdf,Decision Reference DRN-4282333,7-Aug-23,U K Insurance Limited,Not upheld,,Insurance
4476,DRN-4286246,Legal Expenses and Monetary Loss,No,Yes,Yes,No,Yes,Not mentioned,decision/DRN-4286246.pdf,Decision Reference DRN-4286246,7-Aug-23,Heath Crawford Limited,Not upheld,,Insurance
4477,DRN-4256139,Legal Expenses and Monetary Loss,No,No,Yes,No,Yes,Male,decision/DRN-4256139.pdf,Decision Reference DRN-4256139,7-Aug-23,Financial & Legal Insurance Company Ltd,Upheld,,Insurance
4478,DRN-4234373,Travel,No,No,Yes,No,Yes,Female,decision/DRN-4234373.pdf,Decision Reference DRN-4234373,7-Aug-23,Zurich Insurance PLC,Not upheld,,Insurance
4479,DRN-4058168,Others,No,No,Yes,No,Yes,Not mentioned,decision/DRN-4058168.pdf,Decision Reference DRN-4058168,4-Aug-23,Zurich Insurance PLC,Upheld,,Insurance
4480,DRN-4216311,Professional Indemnity,No,Yes,Yes,No,Yes,Not mentioned,decision/DRN-4216311.pdf,Decision Reference DRN-4216311,4-Aug-23,Royal & Sun Alliance Insurance Limited,Upheld,,Insurance
4481,DRN-4247443,Motor,Yes,Yes,Yes,Yes,Yes,Female,decision/DRN-4247443.pdf,Decision Reference DRN-4247443,4-Aug-23,Advantage Insurance Company Limited,Upheld,,Insurance
4482,DRN-4081714,Motor,No,Yes,Yes,Yes,No,Female,decision/DRN-4081714.pdf,Decision Reference DRN-4081714,4-Aug-23,Admiral Insurance (Gibraltar) Limited,Not upheld,,Insurance
4483,DRN-4253052,Household and Commercial Property,No,Yes,Yes,No,Yes,Male and Female,decision/DRN-4253052.pdf,Decision Reference DRN-4253052,4-Aug-23,Accredited Insurance (Europe) Ltd,Upheld,,Insurance
4484,DRN-4269960,Household and Commercial Property,No,Yes,Yes,Yes,No,Female,decision/DRN-4269960.pdf,Decision Reference DRN-4269960,4-Aug-23,Covea Insurance plc,Upheld,,Insurance
4485,DRN-4251873,Motor,No,Yes,Yes,No,No,Male,decision/DRN-4251873.pdf,Decision Reference DRN-4251873,4-Aug-23,Admiral Insurance (Gibraltar) Limited,Upheld,,Insurance
4486,DRN-4279359,Payment Protection,Yes,No,Yes,No,Yes,Male and Female,decision/DRN-4279359.pdf,Decision Reference DRN-4279359,4-Aug-23,Bank of Scotland Plc,Not upheld,,Insurance
4487,DRN-4284859,Household and Commercial Property,No,No,Yes,No,Yes,Male,decision/DRN-4284859.pdf,Decision Reference DRN-4284859,4-Aug-23,Admiral Insurance (Gibraltar) Limited,Upheld,,Insurance
4488,DRN-4264389,Motor,No,Yes,Yes,No,Yes,Male,decision/DRN-4264389.pdf,Decision Reference DRN-4264389,4-Aug-23,Bastion Insurance Company Limited,Upheld,,Insurance
4489,DRN-4253237,Motor,No,Yes,Yes,Yes,No,Male,decision/DRN-4253237.pdf,Decision Reference DRN-4253237,4-Aug-23,Haven Insurance Company Limited,Upheld,,Insurance
4490,DRN-4278181,Motor,No,Yes,Yes,Yes,No,Female,decision/DRN-4278181.pdf,Decision Reference DRN-4278181,4-Aug-23,Hastings Insurance Services Limited,Upheld,,Insurance
4491,DRN-4284596,Animal,No,No,Yes,Yes,Yes,Female,decision/DRN-4284596.pdf,Decision Reference DRN-4284596,4-Aug-23,HDI Global Specialty SE,Upheld,,Insurance
4492,DRN-4236184,Income Protection,No,No,Yes,No,Yes,Male,decision/DRN-4236184.pdf,Decision Reference DRN-4236184,4-Aug-23,Assicurazioni Generali SpA,Not upheld,,Insurance
4493,DRN-4257842,Motor,Yes,No,Yes,No,Yes,Male,decision/DRN-4257842.pdf,Decision Reference DRN-4257842,4-Aug-23,Admiral Insurance (Gibraltar) Limited,Not upheld,,Insurance
4494,DRN-4142911,Motor,No,Yes,Yes,No,Yes,Male,decision/DRN-4142911.pdf,Decision Reference DRN-4142911,4-Aug-23,Aviva Insurance Limited,Not upheld,,Insurance
4495,DRN-4189949,Travel,No,Yes,Yes,No,Yes,Male,decision/DRN-4189949.pdf,Decision Reference DRN-4189949,4-Aug-23,AWP P&C SA,Upheld,,Insurance
4496,DRN-4277038,Income Protection,No,Yes,Yes,No,Yes,Female,decision/DRN-4277038.pdf,Decision Reference DRN-4277038,4-Aug-23,Unum Ltd,Upheld,,Insurance
4497,DRN-4238605,Household and Commercial Property,No,Yes,Yes,No,No,Male,decision/DRN-4238605.pdf,Decision Reference DRN-4238605,4-Aug-23,Inter Partner Assistance SA,Upheld,,Insurance
4498,DRN-4283782,Household and Commercial Property,Yes,Yes,Yes,No,Yes,Male and Female,decision/DRN-4283782.pdf,Decision Reference DRN-4283782,4-Aug-23,Sesame Limited,Not upheld,,Insurance
4499,DRN-4126120,Animal,Yes,Yes,Yes,No,No,Male,decision/DRN-4126120.pdf,Decision Reference DRN-4126120,3-Aug-23,Wakam,Not upheld,,Insurance
4500,DRN-4237249,Household and Commercial Property,No,Yes,Yes,No,Yes,Female,decision/DRN-4237249.pdf,Decision Reference DRN-4237249,3-Aug-23,Aviva Insurance Limited,Upheld,,Insurance
4501,DRN-4209822,Animal,No,Yes,Yes,No,Yes,Female,decision/DRN-4209822.pdf,Decision Reference DRN-4209822,3-Aug-23,Casualty & General Insurance Company (Europe) Ltd,Upheld,,Insurance
4502,DRN-4186573,Household and Commercial Property,No,Yes,Yes,Yes,Yes,Female,decision/DRN-4186573.pdf,Decision Reference DRN-4186573,3-Aug-23,AXA Insurance UK Plc,Upheld,,Insurance
4503,DRN-4274230,Household and Commercial Property,No,Yes,Yes,No,Yes,Female,decision/DRN-4274230.pdf,Decision Reference DRN-4274230,3-Aug-23,Ageas Insurance Limited,Not upheld,,Insurance
4504,DRN-3976976,Household and Commercial Property,No,Yes,Yes,Yes,No,Female,decision/DRN-3976976.pdf,Decision Reference DRN-3976976,3-Aug-23,Soteria Insurance Limited,Not upheld,,Insurance
4505,DRN-4151499,Travel,No,Yes,Yes,Yes,Yes,Male and Female,decision/DRN-4151499.pdf,Decision Reference DRN-4151499,3-Aug-23,Admiral Insurance (Gibraltar) Limited,Upheld,,Insurance
4506,DRN-4266259,Payment Protection,Yes,No,Yes,No,No,Male,decision/DRN-4266259.pdf,Decision Reference DRN-4266259,3-Aug-23,Bank of Scotland Plc,Not upheld,,Insurance
4507,DRN-4164874,Legal Expenses and Monetary Loss,No,No,Yes,No,Yes,Male,decision/DRN-4164874.pdf,Decision Reference DRN-4164874,3-Aug-23,The National Farmers' Union Mutual Insurance Society Limited,Not upheld,,Insurance
4508,DRN-4234365,Others,No,No,Yes,No,Yes,Male,decision/DRN-4234365.pdf,Decision Reference DRN-4234365,3-Aug-23,Royal & Sun Alliance Insurance Limited,Not upheld,,Insurance
4509,DRN-4273719,Commercial Motor,No,Yes,Yes,No,No,Female,decision/DRN-4273719.pdf,Decision Reference DRN-4273719,3-Aug-23,Haven Insurance Company Limited,Upheld,,Insurance
4510,DRN-4066996,Legal Expenses and Monetary Loss,No,Yes,Yes,No,No,Female,decision/DRN-4066996.pdf,Decision Reference DRN-4066996,3-Aug-23,Sainsbury's Bank Plc,Not upheld,,Insurance
4511,DRN-4174833,Legal Expenses and Monetary Loss,No,No,Yes,No,Yes,Male and Female,decision/DRN-4174833.pdf,Decision Reference DRN-4174833,3-Aug-23,AXA Insurance UK Plc,Upheld,,Insurance
4512,DRN-4268803,Travel,No,Yes,Yes,Yes,No,Male and Female,decision/DRN-4268803.pdf,Decision Reference DRN-4268803,3-Aug-23,Admiral Insurance (Gibraltar) Limited,Upheld,,Insurance
4513,DRN-4061998,Motor,No,Yes,Yes,Yes,No,Female,decision/DRN-4061998.pdf,Decision Reference DRN-4061998,3-Aug-23,U K Insurance Limited,Upheld,,Insurance
4514,DRN-4269706,Motor,No,Yes,Yes,No,Yes,Male,decision/DRN-4269706.pdf,Decision Reference DRN-4269706,3-Aug-23,Advantage Insurance Company Limited,Not upheld,,Insurance
4515,DRN-4270083,Health,No,No,Yes,No,Yes,Female,decision/DRN-4270083.pdf,Decision Reference DRN-4270083,3-Aug-23,Unum Ltd,Not upheld,,Insurance
4516,DRN-4080521,Motor,Yes,No,Yes,No,Yes,Male,decision/DRN-4080521.pdf,Decision Reference DRN-4080521,3-Aug-23,Aviva Insurance Limited,Not upheld,,Insurance
4517,DRN-4176336,Legal Expenses and Monetary Loss,No,Yes,Yes,No,No,Not mentioned,decision/DRN-4176336.pdf,Decision Reference DRN-4176336,3-Aug-23,AXA Insurance UK Plc,Not upheld,,Insurance
4518,DRN-4170434,Household and Commercial Property,No,Yes,Yes,No,Yes,Male,decision/DRN-4170434.pdf,Decision Reference DRN-4170434,3-Aug-23,Kent and Sussex Financial Group Ltd,Not upheld,,Insurance
4519,DRN-4276607,Motor,No,Yes,Yes,Yes,Yes,Male,decision/DRN-4276607.pdf,Decision Reference DRN-4276607,3-Aug-23,U K Insurance Limited,Not upheld,,Insurance
4520,DRN-4281882,Household and Commercial Property,No,Yes,Yes,No,Yes,Male and Female,decision/DRN-4281882.pdf,Decision Reference DRN-4281882,3-Aug-23,Great Lakes Insurance SE,Not upheld,,Insurance
4521,DRN-4177937,Household and Commercial Property,No,Yes,Yes,No,Yes,Male,decision/DRN-4177937.pdf,Decision Reference DRN-4177937,3-Aug-23,Arthur J. Gallagher Insurance Brokers Limited,Not upheld,,Insurance
4522,DRN-4177963,Household and Commercial Property,No,Yes,Yes,No,Yes,Male,decision/DRN-4177963.pdf,Decision Reference DRN-4177963,3-Aug-23,Arthur J. Gallagher Insurance Brokers Limited,Not upheld,,Insurance
4523,DRN-4239524,Household and Commercial Property,No,Yes,Yes,No,Yes,Female,decision/DRN-4239524.pdf,Decision Reference DRN-4239524,3-Aug-23,Admiral Insurance (Gibraltar) Limited,Not upheld,,Insurance
4524,DRN-4281927,Household and Commercial Property,Yes,Yes,Yes,No,Yes,Male,decision/DRN-4281927.pdf,Decision Reference DRN-4281927,3-Aug-23,British Gas Insurance Limited,Upheld,,Insurance
4525,DRN-4164380,Household and Commercial Property,No,Yes,Yes,No,Yes,Male and Female,decision/DRN-4164380.pdf,Decision Reference DRN-4164380,3-Aug-23,Aviva Insurance Limited,Upheld,,Insurance
4526,DRN-4251697,Household and Commercial Property,Yes,Yes,Yes,No,Yes,Female,decision/DRN-4251697.pdf,Decision Reference DRN-4251697,3-Aug-23,U K Insurance Limited,Not upheld,,Insurance
4527,DRN-4180289,Home Emergency policy,No,Yes,Yes,No,No,Male,decision/DRN-4180289.pdf,Decision Reference DRN-4180289,3-Aug-23,AWP P&C SA,Not upheld,,Insurance
4528,DRN-4198540,Motor,No,No,Yes,No,No,Male,decision/DRN-4198540.pdf,Decision Reference DRN-4198540,3-Aug-23,esure Insurance Limited,Not upheld,,Insurance
4529,DRN-4208160,Health,No,Yes,Yes,Yes,No,Male,decision/DRN-4208160.pdf,Decision Reference DRN-4208160,3-Aug-23,CIGNA Life Insurance Company of Europe SA-NV,Upheld,,Insurance
4530,DRN-4279328,Household and Commercial Property,Yes,Yes,Yes,No,No,Female,decision/DRN-4279328.pdf,Decision Reference DRN-4279328,2-Aug-23,Domestic & General Insurance Plc,Upheld,,Insurance
4531,DRN-4190835,Animal,Yes,Yes,Yes,Yes,Yes,Male,decision/DRN-4190835.pdf,Decision Reference DRN-4190835,2-Aug-23,West Bay Insurance Plc,Not upheld,,Insurance
4532,DRN-4161090,Household and Commercial Property,No,Yes,Yes,No,Yes,Female,decision/DRN-4161090.pdf,Decision Reference DRN-4161090,2-Aug-23,U K Insurance Limited,Upheld,,Insurance
4533,DRN-4280188,Legal Expenses and Monetary Loss,No,Yes,Yes,Yes,No,Female,decision/DRN-4280188.pdf,Decision Reference DRN-4280188,2-Aug-23,DAS Legal Expenses Insurance Company Limited,Upheld,,Insurance
4534,DRN-4280448,Health,Yes,No,Yes,No,No,Male,decision/DRN-4280448.pdf,Decision Reference DRN-4280448,2-Aug-23,Vitality Health Limited,Not upheld,,Insurance
